match_id,player1,player2,elapsed_time,p1_momentum,p2_momentum
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:00:00,0.04616334820878238,0.008236617699419597
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:00:25,0.05351479583053633,-0.009894842709713397
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:01:19,0.04616334820878238,0.007459618292645278
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:02:17,0.03881190058702843,0.0923842622992524
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:03:02,0.05351479583053633,0.061793649144244844
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:03:38,0.022269639760589696,0.0923842622992524
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:04:05,-0.03859660369170058,0.12297487545425995
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:04:41,-0.05513886451813932,0.12299625149144869
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:06:03,-0.06984175976164722,0.221934047057479
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:06:43,-0.08638402058808595,0.21781573820776917
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:08:02,-0.06412086904852715,0.11965494204851321
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:08:28,-0.010397264543693864,0.11965494204851321
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:09:22,0.006144996282744876,0.34232339281059515
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:10:25,-0.010397264543693864,0.34232339281059515
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:10:57,0.02084789152625277,0.3109557802488133
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:11:29,0.035550786769760666,0.2169132929392671
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:12:45,0.0520930475961994,0.22103160178897688
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:13:23,0.0298298960566406,0.25162221494398446
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:14:24,-0.03859660369170058,0.6686893101618829
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:15:30,-0.03859660369170058,0.4419025505500911
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:17:03,0.00020880867429695724,0.41131193739508354
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:18:02,-0.01449408656921094,0.4426795499568654
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:19:49,-0.045739242639157573,0.46915185426216316
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:20:15,-0.02347609109959877,0.43856124110715566
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:20:38,0.04495040864874241,0.4079706279521481
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:21:15,0.04495040864874241,0.013236152152648875
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:21:55,0.04495040864874241,0.24002291176444063
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:22:36,0.02268725710918361,0.2747532098063467
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:23:16,0.006144996282744876,0.2788715186560565
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:24:11,0.08355350056147388,0.2523992143507588
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:25:06,0.04474808819547635,0.2829898275057663
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:25:28,-0.02367841155286484,0.3811506236650223
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:25:57,0.04474808819547635,0.3588180042466231
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:26:33,0.06701123973503514,0.10141925544263505
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:27:10,0.05046897890859642,0.09730094659292525
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:28:47,0.04655223939133241,0.09318263774321546
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:29:15,0.05411249568738332,0.09318263774321546
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:29:37,0.13908125626216322,0.06259202458820791
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:30:15,0.1431686685559866,-0.009117843302939077
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:30:55,0.07474216880764543,0.021472769852068474
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:31:36,0.052479017268086625,0.052063383007076025
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:32:28,0.06902127809452537,0.12375187486103426
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:33:11,0.10765601768396353,0.4109850259555886
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:33:55,0.03922951793562235,0.43745733026088635
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:34:19,-0.011021242566983409,0.43745733026088635
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:36:28,0.011241908972575394,0.4068667171058788
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:36:58,0.0335050605121342,0.3762761039508713
